Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Location 1
2014,GA,McIntosh County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,61.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13191,"(31.50278, -81.413171)"
2014,GA,Macon County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,88.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13193,"(32.353139, -84.038456)"
2014,GA,Madison County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,106.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13195,"(34.131068, -83.207903)"
2014,GA,Marion County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,71.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13197,"(32.351383, -84.522681)"
2014,GA,Meriwether County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,78.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13199,"(33.035668, -84.681279)"
2014,GA,Miller County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,83,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13201,"(31.165622, -84.721741)"
2014,GA,Mitchell County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,76.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13205,"(31.225589, -84.191263)"
2014,GA,Monroe County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,71.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13207,"(33.011558, -83.913729)"
2014,GA,Montgomery County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,132.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13209,"(32.171092, -82.527126)"
2014,GA,Morgan County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,92.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13211,"(33.589865, -83.488941)"
2014,GA,Murray County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,88.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13213,"(34.786379, -84.744625)"
2014,GA,Muscogee County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,88.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13215,"(32.507301, -84.869531)"
2014,GA,Newton County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,93.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13217,"(33.559153, -83.850388)"
2014,GA,Oconee County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,96.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13219,"(33.833529, -83.43575)"
2014,GA,Oglethorpe County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,88.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13221,"(33.880123, -83.084215)"
2014,GA,Paulding County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,73.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13223,"(33.922749, -84.861338)"
2014,GA,Peach County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,107.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13225,"(32.560174, -83.823099)"
2014,GA,Pickens County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,76.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13227,"(34.463384, -84.464258)"
2014,GA,Pierce County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,99.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13229,"(31.361269, -82.207948)"
2014,GA,Pike County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,102.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13231,"(33.091671, -84.385542)"
2014,GA,Polk County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,125,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13233,"(34.006536, -85.186583)"
2014,GA,Pulaski County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,83.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13235,"(32.230327, -83.473887)"
2014,GA,Putnam County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,73.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13237,"(33.320735, -83.368776)"
2014,GA,Rabun County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,74.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13241,"(34.878575, -83.404495)"
2014,GA,Randolph County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,13243,"(31.762333, -84.749286)"
2014,GA,Richmond County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,74.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13245,"(33.36484, -82.073958)"
2014,GA,Rockdale County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,80,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13247,"(33.656331, -84.022149)"
2014,GA,Schley County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,73.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13249,"(32.257921, -84.309529)"
2014,GA,Screven County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,87.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13251,"(32.748102, -81.609895)"
2014,GA,Seminole County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,71.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13253,"(30.93722, -84.867282)"
2014,GA,Spalding County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,87.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13255,"(33.261971, -84.281636)"
2014,GA,Stephens County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,101.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13257,"(34.5486, -83.293198)"
2014,GA,Stewart County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,83.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13259,"(32.075183, -84.834557)"
2014,GA,Sumter County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,64.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13261,"(32.036727, -84.192659)"
2014,GA,Talbot County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,88.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13263,"(32.695105, -84.524459)"
2014,GA,Taliaferro County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,78.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13265,"(33.567446, -82.877124)"
2014,GA,Tattnall County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,107.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13267,"(32.04326, -82.056101)"
2014,GA,Taylor County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,106.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13269,"(32.551165, -84.243582)"
2014,GA,Telfair County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,111.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13271,"(31.924467, -82.936784)"
2014,GA,Terrell County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,78,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13273,"(31.775442, -84.434295)"
2014,GA,Thomas County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,64.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13275,"(30.863648, -83.914384)"
2014,GA,Tift County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,74.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13277,"(31.457061, -83.522379)"
2014,GA,Toombs County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,120,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13279,"(32.117368, -82.326351)"
2014,GA,Towns County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,71.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13281,"(34.915843, -83.740229)"
2014,GA,Treutlen County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,101.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13283,"(32.399692, -82.566648)"
2014,GA,Troup County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,87.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13285,"(33.032029, -85.023675)"
2014,GA,Turner County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,91.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13287,"(31.714702, -83.621593)"
2014,GA,Twiggs County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,86.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13289,"(32.661252, -83.423009)"
2014,GA,Union County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,77.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13291,"(34.82706, -83.99024)"
2014,GA,Upson County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,108.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13293,"(32.877036, -84.296242)"
2014,GA,Walker County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,89.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13295,"(34.732675, -85.299148)"
2014,GA,Walton County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,83.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13297,"(33.782793, -83.732178)"
2014,GA,Ware County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,89.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13299,"(31.054943, -82.422449)"
2014,GA,Warren County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,96.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13301,"(33.414236, -82.676196)"
2014,GA,Washington County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,99.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13303,"(32.967711, -82.795523)"
2014,GA,Wayne County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,101.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13305,"(31.549785, -81.910739)"
2014,GA,Wheeler County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,106.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13309,"(32.115709, -82.721742)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,72,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13311,"(34.64322, -83.747028)"
2014,GA,Whitfield County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,91.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13313,"(34.805301, -84.960519)"
2014,GA,Wilcox County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,84.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13315,"(31.969068, -83.428103)"
2014,GA,Wilkes County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,89.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13317,"(33.784267, -82.746016)"
2014,GA,Wilkinson County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,91.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13319,"(32.7983, -83.172803)"
2014,GA,Worth County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,71.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,13321,"(31.549744, -83.84832)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,Black,T6,13311,"(34.64322, -83.747028)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,Black,T6,13311,"(34.64322, -83.747028)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,Hispanic,T6,13311,"(34.64322, -83.747028)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,Hispanic,T6,13311,"(34.64322, -83.747028)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Stroke Mortality,51,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,36,"(42.9465, -75.512)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Overall,Race/Ethnicity,Asian and Pacific Islander,T6,13311,"(34.64322, -83.747028)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Stroke Mortality,51.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,36,"(42.9465, -75.512)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Stroke Mortality,50,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,36,"(42.9465, -75.512)"
2014,HI,Honolulu County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,68.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,15003,"(21.454272, -157.979716)"
2014,HI,Kalawao County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,54.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,15005,"(21.170396, -156.952666)"
2014,HI,Kauai County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,61.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,15007,"(22.039971, -159.583922)"
2014,HI,Maui County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,61.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,15009,"(20.866278, -156.554541)"
2014,HI,Hawaii County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,79.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,15001,"(19.599934, -155.506501)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Overall,Race/Ethnicity,American Indian and Alaskan Native,T6,13311,"(34.64322, -83.747028)"
2014,HI,Honolulu County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,65.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,15003,"(21.454272, -157.979716)"
2014,HI,Kalawao County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,42.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,15005,"(21.170396, -156.952666)"
2014,HI,Kauai County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,63.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,15007,"(22.039971, -159.583922)"
2014,HI,Maui County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,53.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,15009,"(20.866278, -156.554541)"
2014,HI,Hawaii County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,66.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,15001,"(19.599934, -155.506501)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,American Indian and Alaskan Native,T6,13311,"(34.64322, -83.747028)"
2014,HI,Honolulu County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,66.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,15003,"(21.454272, -157.979716)"
2014,HI,Kalawao County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,63.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,15005,"(21.170396, -156.952666)"
2014,HI,Kauai County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,66.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,15007,"(22.039971, -159.583922)"
2014,HI,Maui County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,66.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,15009,"(20.866278, -156.554541)"
2014,GA,White County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,American Indian and Alaskan Native,T6,13311,"(34.64322, -83.747028)"
2014,GU,Guam County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Overall,Race/Ethnicity,White,T6,66010,"(13.443116, 144.776553)"
2014,GU,Guam County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,White,T6,66010,"(13.443116, 144.776553)"
2014,GU,Guam County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,66010,"(13.443116, 144.776553)"
2014,HI,Hawaii County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,72.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,15001,"(19.599934, -155.506501)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Stroke Mortality,67,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,15,"(20.2408, -156.326)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Stroke Mortality,66,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,15,"(20.2408, -156.326)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Stroke Mortality,66.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,15,"(20.2408, -156.326)"
2014,IA,Adair County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,67.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19001,"(41.33324, -94.478291)"
2014,IA,Adams County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,64.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19003,"(41.033822, -94.708926)"
2014,IA,Allamakee County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,67.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19005,"(43.285214, -91.379374)"
2014,IA,Appanoose County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,89.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19007,"(40.744903, -92.872537)"
2014,IA,Audubon County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,71.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19009,"(41.684344, -94.914455)"
2014,IA,Benton County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,58.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19011,"(42.078046, -92.068138)"
2014,IA,Black Hawk County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,58.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19013,"(42.465869, -92.314818)"
2014,IA,Boone County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,62.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19015,"(42.034355, -93.937622)"
2014,IA,Bremer County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,60.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19017,"(42.777226, -92.322618)"
2014,IA,Buchanan County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,56.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19019,"(42.470105, -91.840846)"
2014,IA,Buena Vista County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,73,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19021,"(42.738243, -95.160453)"
2014,IA,Butler County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,56,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19023,"(42.732572, -92.794231)"
2014,IA,Calhoun County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,62.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19025,"(42.384719, -94.65021)"
2014,IA,Carroll County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,67.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19027,"(42.034982, -94.868516)"
2014,IA,Cass County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,68.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19029,"(41.333564, -94.935857)"
2014,IA,Cedar County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,61,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19031,"(41.771488, -91.134479)"
2014,IA,Cerro Gordo County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,57.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,19033,"(43.081844, -93.264033)"
